sku;name;short_description;description;category_id;category;subcategory_id;subcategory;tags;brand;manufacturer;country_of_origin;price_net;price_gross;vat_rate;currency;voltage_v;current_a;power_w;ip_rating;mounting;modules_din;color;material;operating_temp_min_c;operating_temp_max_c;certificates
EM-025-12372;ESP Multi ES-72 Multifunction Time Relay;DIN multifunction time relay.;Multifunction DIN-rail time relay with selectable timing modes. 230 V, 16 A.;2;Time Switches;25;Time relays;relay,time,multifunction,DIN;ESP;Elite Security Products;GB;17.90;21.48;20;GBP;230;16;;IP20;DIN rail;1;grey;polycarbonate;-10;50;CE,UKCA,RoHS
EM-042-12693;Hikvision Visionline VL-93 4MP IP Dome Camera;4 MP IP dome camera, PoE/12 V, IP67.;4 MP IP dome camera with motorised 2.8-12 mm lens. PoE or 12 V DC. IP67 for outdoor use.;3;Alarms & CCTV;42;IP cameras;camera,IP,dome,PoE,4MP;Hikvision;Hikvision UK;CN;96.00;115.20;20;GBP;12;;;IP67;surface;;white;metal;-30;60;CE,UKCA,RoHS
EM-042-12607;Dahua Pro DH-07 5MP IP Bullet Camera;5 MP IP bullet camera, 6 mm, PoE.;5 MP IP bullet camera, 6 mm fixed lens, PoE. IP67 outdoor.;3;Alarms & CCTV;42;IP cameras;camera,IP,bullet,5MP;Dahua;Dahua Technology UK;CN;102.00;122.40;20;GBP;12;;;IP67;surface;;white;metal;-30;60;CE,UKCA,RoHS
EM-043-13109;Texecom Premier TX-09 PIR Detector 10m;PIR motion detector, 10 m range.;Passive infrared motion detector, 10 m range, for intruder alarm systems. 12 V DC.;3;Alarms & CCTV;43;PIR detectors;PIR,motion,detector,alarm;Texecom;Texecom Ltd;GB;18.90;22.68;20;GBP;12;;;IP20;wall;;white;ABS;-10;50;CE,UKCA,RoHS
EM-044-13394;Pyronix Enforcer PY-94 Alarm Panel 128 zones;Wireless alarm control panel, 128 zones.;Hybrid intruder alarm control panel supporting up to 128 zones, app control. 230 V.;3;Alarms & CCTV;44;Alarm panels;alarm,panel,128 zones,intruder;Pyronix;Pyronix Ltd;GB;242.00;290.40;20;GBP;230;;;IP30;wall;;white;ABS;-10;40;CE,UKCA,RoHS
EM-045-13525;Dahua NVR DH-25 64-ch 12MP Recorder;64-channel NVR, up to 12 MP.;64-channel network video recorder supporting up to 12 MP cameras. 230 V.;3;Alarms & CCTV;45;NVR/DVR recorders;NVR,recorder,64-channel;Dahua;Dahua Technology UK;CN;164.00;196.80;20;GBP;230;;;IP20;rack;;black;metal;0;45;CE,UKCA,RoHS
EM-052-13942;Aiphone JO-42 One-Family Video Intercom Kit;One-family video intercom kit - panel, monitor, PSU.;Complete one-family video door entry kit: outdoor camera panel, indoor monitor and power supply. 7-inch screen, door release output.;4;Door Entry;52;One-family intercoms;intercom,video,door entry,kit;Aiphone;Aiphone Co.;JP;132.00;158.40;20;GBP;230;;;IP54;surface;;white;ABS;-10;50;CE,UKCA,RoHS
EM-053-14358;Urmet Ipervoice UR-58 Multi-Tenant Video Entry System;Modular multi-tenant video entry system.;Modular IP video door entry system for multiple apartments. Expandable outdoor panel and per-flat monitors.;4;Door Entry;53;Multi-tenant systems;intercom,video,multi-tenant,modular;Urmet;Urmet S.p.A.;IT;186.00;223.20;20;GBP;230;;;IP54;surface;;grey;metal;-10;50;CE,UKCA,RoHS
EM-062-15424;CAME Solo CM-24 PIN Keypad 50 users;Standalone PIN keypad, 50 users, IP54.;Standalone access keypad for gates and doors, up to 50 user codes. IP54, backlit keys. 12-24 V.;5;Gate Automation;62;Keypads;keypad,PIN,access,gate;CAME;CAME S.p.A.;IT;61.50;73.80;20;GBP;24;;;IP54;surface;;black;zinc alloy;-20;55;CE,UKCA,RoHS
EM-063-15985;Somfy Elixo SF-85 Swing Gate Motor 800kg;Swing gate motor, up to 800 kg leaf.;Electromechanical swing gate operator for leaves up to 800 kg. 230 V, includes control unit.;5;Gate Automation;63;Gate motors;gate,motor,swing,800kg;Somfy;Somfy SAS;FR;598.00;717.60;20;GBP;230;;;IP44;surface;;grey;aluminium;-20;55;CE,UKCA,RoHS
EM-071-17701;MEAN WELL DR-01 DIN PSU 5V/2A;DIN switching PSU, 5 V / 2 A.;DIN-rail switching power supply, 5 V DC output, 2 A. For control and low-voltage circuits.;6;Power Supplies;71;Switching PSU;PSU,switching,DIN,5V;MEAN WELL;MEAN WELL Europe;TW;10.20;12.24;20;GBP;230;2;10;IP20;DIN rail;1;silver;metal;-20;60;CE,UKCA,RoHS
EM-081-16320;Wago 221 WG-20 Lever Connector 8-way;Lever connector, 8-way, 0.2-4 mm2.;Compact lever-actuated splicing connector, 8 conductors, 0.2-4 mm2, up to 32 A. Transparent housing.;7;Connectors & Terminals;81;Lever/push-fit;connector,lever,Wago,splice;Wago;Wago GmbH;DE;1.15;1.38;20;GBP;;32;;IP20;in-line;;transparent;polycarbonate;-35;85;CE,UKCA,RoHS
EM-091-18991;Milwaukee M18 ML-91 Wall Chaser 1300W 125mm;Wall chaser, 1300 W, 125 mm.;Corded wall chaser, 1300 W, 125 mm discs, adjustable depth. For cable and conduit channels.;8;Power Tools;91;Wall chasers;wall chaser,chase,1300W;Milwaukee;Techtronic Industries;US;529.00;634.80;20;GBP;230;;1300;;handheld;;red;composite;;;CE,UKCA
EM-092-19236;Bosch GSB BO-36 Impact Drill 180Nm;Impact drill, 180 Nm.;Corded impact drill, 180 Nm torque, keyless chuck. For masonry and general electrical installation.;8;Power Tools;92;Drills/drivers;drill,impact,180Nm;Bosch;Robert Bosch Ltd;DE;159.00;190.80;20;GBP;230;;800;;handheld;;blue;composite;;;CE,UKCA
EM-015-11150;Knightsbridge AquaSense KB-50 Battery Leak Detector;Battery leak detector, audible alarm, IP54.;Standalone battery-powered water leak detector with 85 dB audible alarm. IP54, no wiring required. For under-sink and bathroom use.;1;Home Automation;15;Leak detectors;leak,water,battery,audible;Knightsbridge;Knightsbridge Global;GB;9.40;11.28;20;GBP;;;;IP54;surface;;white;ABS;0;50;CE,UKCA,RoHS
EM-021-12240;Theben SELEKTA TH-40 Astronomical Time Switch 1-ch;DIN astronomical time switch, 1 channel, GPS-free.;Single-channel astronomical time switch calculating sunrise and sunset from location coordinates. DIN rail, 230 V, 16 A.;2;Time Switches;21;Astronomical;astronomical,time switch,1-channel,DIN;Theben;Theben AG;DE;58.70;70.44;20;GBP;230;16;;IP20;DIN rail;1;grey;polycarbonate;-20;55;CE,UKCA,RoHS,EMC
EM-021-12258;Hager Astro EG-58 Astronomical Time Switch Bluetooth;DIN astronomical time switch, Bluetooth setup.;Astronomical time switch with Bluetooth app setup and holiday programs. DIN rail, 230 V, 16 A. For amenity and facade lighting.;2;Time Switches;21;Astronomical;astronomical,time switch,bluetooth,DIN;Hager;Hager Group;DE;72.30;86.76;20;GBP;230;16;;IP20;DIN rail;1;grey;polycarbonate;-20;55;CE,UKCA,RoHS,EMC
EM-022-11540;Timeguard TS-40 Plug-in Timer 24hr Mechanical;Plug-in mechanical timer, 24-hour, 96 segments.;Mechanical plug-in timer with 96 fifteen-minute segments over a 24-hour dial. 230 V, 16 A. Simple lamp and appliance switching.;2;Time Switches;22;Plug-in timers;timer,plug-in,mechanical,24hr;Timeguard;Timeguard Ltd;GB;4.80;5.76;20;GBP;230;16;;IP20;plug-in;;white;ABS;-10;40;CE,UKCA,RoHS
EM-022-11558;Legrand LG-58 Plug-in Digital Timer 7-day;Plug-in digital timer, 7-day, 16 programs.;Digital plug-in timer with 7-day programming and 16 on/off events. 230 V, 16 A, random anti-burglary mode.;2;Time Switches;22;Plug-in timers;timer,plug-in,digital,7-day;Legrand;Legrand SA;FR;14.20;17.04;20;GBP;230;16;;IP20;plug-in;;white;ABS;-10;40;CE,UKCA,RoHS,EMC
EM-023-11770;Theben theben.SUL TH-70 Surface Time Switch 24h;Surface time switch, 24-hour, IP20, DIN-compatible.;Surface-mount 24-hour analogue time switch with segment programming. 230 V, 16 A. For loft plant and immersion heaters.;2;Time Switches;23;Surface time switches;timer,surface,24h,analogue;Theben;Theben AG;DE;18.40;22.08;20;GBP;230;16;;IP20;surface;;white;polycarbonate;-10;45;CE,UKCA,RoHS
EM-025-12380;Finder 80.01 FN-80 Time Relay DIN Multifunction;DIN time relay, multifunction, 1 CO 16 A.;Multifunction DIN-rail timer relay, eight timing functions, one changeover contact rated 16 A. 12-240 V AC/DC.;2;Time Switches;25;Time relays;relay,time,multifunction,DIN;Finder;Finder S.p.A.;IT;24.60;29.52;20;GBP;24;16;;IP20;DIN rail;1;blue;polycarbonate;-10;55;CE,UKCA,RoHS,EMC
EM-025-12398;Schneider Zelio SC-98 Time Relay Star-Delta;DIN time relay, star-delta, adjustable.;Star-delta timing relay for motor starting, adjustable delay 3-60 s. DIN rail, 230 V AC.;2;Time Switches;25;Time relays;relay,time,star-delta,motor;Schneider Electric;Schneider Electric Ltd;FR;41.20;49.44;20;GBP;230;8;;IP20;DIN rail;1;grey;polycarbonate;-20;60;CE,UKCA,RoHS,EMC
EM-042-12615;Hikvision AcuSense HK-15 6MP IP Turret Camera;6 MP IP turret camera, ColorVu, PoE.;6 MP IP turret camera with ColorVu full-colour night vision and 2.8 mm lens. PoE. IP67 for outdoor use.;3;Alarms & CCTV;42;IP cameras;camera,IP,turret,ColorVu,6MP;Hikvision;Hikvision UK;CN;118.00;141.60;20;GBP;12;;;IP67;surface;;white;metal;-30;60;CE,UKCA,RoHS
EM-043-13120;Pyronix KX15DT PY-20 Dual-Tech Detector 15m;Dual-tech PIR + microwave detector, 15 m.;Dual-technology detector combining PIR and microwave to cut false alarms. 15 m range, 12 V DC. For pet-friendly installs.;3;Alarms & CCTV;43;PIR detectors;PIR,dual-tech,microwave,detector;Pyronix;Pyronix Ltd;GB;24.50;29.40;20;GBP;12;;;IP20;wall;;white;ABS;-10;50;CE,UKCA,RoHS
EM-043-13138;Texecom Capture TX-38 Wireless PIR Detector;Wireless PIR detector, 12 m, Ricochet mesh.;Battery wireless PIR detector using Ricochet mesh technology, 12 m range. For retrofit alarm systems without cabling.;3;Alarms & CCTV;43;PIR detectors;PIR,wireless,detector,Ricochet;Texecom;Texecom Ltd;GB;32.80;39.36;20;GBP;3;;;IP20;wall;;white;ABS;-10;50;CE,UKCA,RoHS
EM-044-13402;Texecom Premier Elite TX-02 Alarm Panel 24 zones;Wired alarm control panel, 24 zones, keypad.;Wired intruder alarm control panel expandable to 24 zones with LCD keypad. 230 V, grade 2 compliant.;3;Alarms & CCTV;44;Alarm panels;alarm,panel,24 zones,wired;Texecom;Texecom Ltd;GB;98.00;117.60;20;GBP;230;;;IP30;wall;;white;ABS;-10;40;CE,UKCA,RoHS
EM-044-13418;Ajax Hub 2 AJ-18 Wireless Alarm Panel;Wireless alarm hub, dual-SIM + Ethernet.;Wireless alarm control hub with photo verification, dual-SIM and Ethernet paths. App control. 12 V DC with backup battery.;3;Alarms & CCTV;44;Alarm panels;alarm,panel,wireless,Ajax;Ajax;Ajax Systems;GB;186.00;223.20;20;GBP;12;;;IP30;wall;;white;ABS;-10;40;CE,UKCA,RoHS
EM-045-13540;Hikvision HK-40 8-ch PoE NVR 4K;8-channel PoE NVR, 4K, 1 HDD bay.;8-channel network video recorder with built-in PoE switch, 4K decoding, single HDD bay. 230 V.;3;Alarms & CCTV;45;NVR/DVR recorders;NVR,recorder,8-channel,PoE;Hikvision;Hikvision UK;CN;132.00;158.40;20;GBP;230;;;IP20;surface;;black;metal;0;45;CE,UKCA,RoHS
EM-045-13556;Dahua DH-56 16-ch Penta-brid DVR 5MP;16-channel penta-brid DVR, 5 MP, HDCVI.;16-channel penta-brid DVR supporting HDCVI/AHD/TVI/CVBS/IP at 5 MP. 230 V, two HDD bays.;3;Alarms & CCTV;45;NVR/DVR recorders;DVR,recorder,16-channel,penta-brid;Dahua;Dahua Technology UK;CN;148.00;177.60;20;GBP;230;;;IP20;surface;;black;metal;0;45;CE,UKCA,RoHS
EM-045-13572;Hikvision HK-72 32-ch PoE NVR 4K;32-channel PoE NVR, 4K, 4 HDD bays.;32-channel network video recorder with 16 PoE ports, 4K, four HDD bays. Rack mountable. 230 V.;3;Alarms & CCTV;45;NVR/DVR recorders;NVR,recorder,32-channel,PoE;Hikvision;Hikvision UK;CN;286.00;343.20;20;GBP;230;;;IP20;rack;;black;metal;0;45;CE,UKCA,RoHS
EM-052-13958;Comelit Mini CT-58 One-Family Video Kit;One-family video kit, 4.3-inch monitor.;Complete one-family video door entry kit with 4.3-inch hands-free monitor and surface panel. Door release output, 230 V PSU.;4;Door Entry;52;One-family intercoms;intercom,video,door entry,kit;Comelit;Comelit Group;IT;112.00;134.40;20;GBP;230;;;IP54;surface;;white;ABS;-10;50;CE,UKCA,RoHS
EM-052-13966;CAME Bpt CM-66 One-Family Video Intercom Kit;One-family video kit, 7-inch touch monitor.;Video door entry kit for a single dwelling with 7-inch touch monitor and vandal-resistant panel. 230 V.;4;Door Entry;52;One-family intercoms;intercom,video,touch,kit;CAME;CAME S.p.A.;IT;148.00;177.60;20;GBP;230;;;IP54;surface;;black;aluminium;-15;55;CE,UKCA,RoHS
EM-053-14366;Comelit Ultra CT-66 Multi-Tenant Video Entry System;Modular multi-tenant video entry, IP.;Modular IP video door entry system for apartment blocks with name-scroll panel and per-flat monitors. Expandable.;4;Door Entry;53;Multi-tenant systems;intercom,video,multi-tenant,IP;Comelit;Comelit Group;IT;198.00;237.60;20;GBP;230;;;IP54;surface;;grey;aluminium;-15;55;CE,UKCA,RoHS
EM-053-14374;Aiphone GT AI-74 Multi-Tenant Audio/Video System;Multi-tenant door entry, up to 480 flats.;Modular audio/video door entry system scaling to 480 apartments with digital directory panel. 230 V.;4;Door Entry;53;Multi-tenant systems;intercom,video,multi-tenant,modular;Aiphone;Aiphone Co.;JP;242.00;290.40;20;GBP;230;;;IP54;surface;;silver;metal;-10;50;CE,UKCA,RoHS
EM-054-14580;Comelit Quadra CT-80 Video Door Station 1-button;Vandal-resistant video door station, 1 button.;Surface vandal-resistant video door station with single call button and colour camera. IK08, IP54. For panel replacement.;4;Door Entry;54;Video door stations;door station,video,1-button,vandal;Comelit;Comelit Group;IT;64.00;76.80;20;GBP;24;;;IP54;surface;;silver;aluminium;-15;55;CE,UKCA,RoHS
EM-054-14598;CAME MTM CM-98 Video Door Station 2-button;Flush video door station, 2 buttons.;Flush-mount video door station with two call buttons and wide-angle camera. Backlit nameplates. 24 V.;4;Door Entry;54;Video door stations;door station,video,2-button,flush;CAME;CAME S.p.A.;IT;78.00;93.60;20;GBP;24;;;IP54;flush;;black;aluminium;-15;55;CE,UKCA,RoHS
EM-054-14606;Aiphone IX AI-06 IP Video Door Station SIP;IP/SIP video door station, PoE.;IP video door station with SIP support and HD camera, PoE powered. IK08 vandal rating. For networked buildings.;4;Door Entry;54;Video door stations;door station,video,IP,SIP,PoE;Aiphone;Aiphone Co.;JP;168.00;201.60;20;GBP;12;;;IP65;surface;;silver;metal;-20;60;CE,UKCA,RoHS
EM-054-14614;Urmet Alpha UR-14 Video Door Station Modular;Modular video door station, camera module.;Modular video door station camera unit for building expandable panels. Colour camera, night LEDs. 24 V.;4;Door Entry;54;Video door stations;door station,video,modular,camera;Urmet;Urmet S.p.A.;IT;92.00;110.40;20;GBP;24;;;IP54;flush;;grey;aluminium;-15;55;CE,UKCA,RoHS
EM-062-15432;Nice ERA MyKey NC-32 Wireless Keypad;Wireless radio keypad, 433 MHz, IP54.;Battery wireless radio keypad transmitting to gate receivers on 433 MHz. IP54, backlit. For gate and barrier control.;5;Gate Automation;62;Keypads;keypad,wireless,radio,gate;Nice;Nice S.p.A.;IT;48.00;57.60;20;GBP;3;;;IP54;surface;;white;ABS;-20;55;CE,UKCA,RoHS
EM-062-15440;BFT Q.BO BF-40 PIN Keypad 255 codes;Wired PIN keypad, 255 codes, IP54.;Wired access keypad for gates, up to 255 user codes and two relay outputs. IP54, illuminated keys. 24 V.;5;Gate Automation;62;Keypads;keypad,PIN,wired,gate;BFT;BFT S.p.A.;IT;72.00;86.40;20;GBP;24;;;IP54;surface;;black;zinc alloy;-20;55;CE,UKCA,RoHS
EM-062-15458;CAME SELT CM-58 Proximity Keypad RFID;Proximity + PIN keypad, RFID, IP54.;Combined proximity card and PIN keypad for gates and doors. Holds up to 250 users. IP54, 12-24 V.;5;Gate Automation;62;Keypads;keypad,proximity,RFID,gate;CAME;CAME S.p.A.;IT;89.00;106.80;20;GBP;24;;;IP54;surface;;black;aluminium;-20;55;CE,UKCA,RoHS
EM-063-15992;CAME BXV CM-92 Sliding Gate Motor 800kg;Sliding gate motor, up to 800 kg.;Electromechanical sliding gate operator for gates up to 800 kg with integrated control board. 230 V.;5;Gate Automation;63;Gate motors;gate,motor,sliding,800kg;CAME;CAME S.p.A.;IT;438.00;525.60;20;GBP;230;;;IP44;surface;;grey;aluminium;-20;55;CE,UKCA,RoHS
EM-063-15908;Nice ROBUS NC-08 Sliding Gate Motor 600kg;Sliding gate motor, up to 600 kg, 24 V.;Low-voltage 24 V sliding gate operator for gates up to 600 kg, encoder controlled. Mains PSU included.;5;Gate Automation;63;Gate motors;gate,motor,sliding,600kg,24V;Nice;Nice S.p.A.;IT;372.00;446.40;20;GBP;24;;;IP44;surface;;grey;aluminium;-20;55;CE,UKCA,RoHS
EM-064-15616;Nice FLO2R-S NC-16 Remote 2-button 433MHz;2-button rolling-code remote, 433 MHz.;Two-channel rolling-code hand transmitter for Nice gate receivers, 433.92 MHz. Keyring format.;5;Gate Automation;64;Remotes;remote,rolling-code,433MHz,gate;Nice;Nice S.p.A.;IT;19.50;23.40;20;GBP;3;;;IP40;handheld;;black;ABS;-20;55;CE,UKCA,RoHS
EM-064-15624;CAME TOP432EE CM-24 Remote 2-button;2-button remote, 433 MHz, rolling code.;Two-button rolling-code remote for CAME gate and barrier receivers. 433.92 MHz.;5;Gate Automation;64;Remotes;remote,rolling-code,gate,CAME;CAME;CAME S.p.A.;IT;21.00;25.20;20;GBP;3;;;IP40;handheld;;black;ABS;-20;55;CE,UKCA,RoHS
EM-064-15632;BFT Mitto BF-32 Remote 4-button;4-button remote, 433 MHz, rolling code.;Four-channel rolling-code transmitter for BFT automations, 433.92 MHz. Controls multiple gates or lighting.;5;Gate Automation;64;Remotes;remote,4-button,rolling-code,BFT;BFT;BFT S.p.A.;IT;24.50;29.40;20;GBP;3;;;IP40;handheld;;black;ABS;-20;55;CE,UKCA,RoHS
EM-071-17710;MEAN WELL MDR-60 MW-10 DIN PSU 12V/5A;DIN switching PSU, 12 V / 5 A, 60 W.;DIN-rail switching power supply, 12 V DC, 5 A, 60 W. For CCTV, access control and LED circuits.;6;Power Supplies;71;Switching PSU;PSU,switching,DIN,12V,60W;MEAN WELL;MEAN WELL Europe;TW;28.40;34.08;20;GBP;230;5;60;IP20;DIN rail;2;silver;metal;-20;70;CE,UKCA,RoHS
EM-071-17728;MEAN WELL NDR-240 MW-28 DIN PSU 24V/10A;DIN switching PSU, 24 V / 10 A, 240 W.;DIN-rail switching power supply, 24 V DC, 10 A, 240 W with adjustable output. For automation and industrial control.;6;Power Supplies;71;Switching PSU;PSU,switching,DIN,24V,240W;MEAN WELL;MEAN WELL Europe;TW;62.80;75.36;20;GBP;230;10;240;IP20;DIN rail;4;silver;metal;-30;70;CE,UKCA,RoHS,EMC
EM-071-17736;Phoenix Contact QUINT PX-36 DIN PSU 24V/20A;DIN switching PSU, 24 V / 20 A, 480 W.;Premium DIN-rail power supply, 24 V DC, 20 A, 480 W with SFB technology and preventive diagnostics. For demanding automation.;6;Power Supplies;71;Switching PSU;PSU,switching,DIN,24V,480W;Phoenix Contact;Phoenix Contact GmbH;DE;198.00;237.60;20;GBP;230;20;480;IP20;DIN rail;6;silver;metal;-25;70;CE,UKCA,RoHS,EMC
